,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
13555,705586,Solemne Brannex (Earth-616),\/Solemne_Brannex_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,1.0,Feb-95,1995.0
13556,558345,Spinneret (Earth-616),\/Spinneret_(Earth-616),Secret Identity,,Black Eyes,Grey Hair,,,Living Characters,1.0,Nov-95,1995.0
13557,558203,Sylk (Earth-616),\/Sylk_(Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,1.0,May-95,1995.0
13558,665019,Target (Ryu) (Earth-616),\/Target_(Ryu)_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Apr-95,1995.0
13559,558248,Tarnok-Kol (Earth-616),\/Tarnok-Kol_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,1.0,May-95,1995.0
13560,558204,Thernon (Earth-616),\/Thernon_(Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Living Characters,1.0,May-95,1995.0
13561,263161,Tom Jeffers (Earth-616),\/Tom_Jeffers_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1.0,Jan-95,1995.0
13562,689097,Tom Tojumi (Earth-616),\/Tom_Tojumi_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1.0,Jan-95,1995.0
13563,263168,Trudy Kockenlocker (Earth-616),\/Trudy_Kockenlocker_(Earth-616),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,1.0,Jan-95,1995.0
13564,18681,Vacuum (Earth-616),\/Vacuum_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Dec-95,1995.0
13565,105610,Whitten (Criminal) (Earth-616),\/Whitten_(Criminal)_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Sep-95,1995.0
13566,748222,Wolcott Farris (Earth-616),\/Wolcott_Farris_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,May-95,1995.0
13567,489849,Wolfen (Earth-616),\/Wolfen_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,1.0,Jan-95,1995.0
13568,748218,Woodrow Mencken (Earth-616),\/Woodrow_Mencken_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1.0,May-95,1995.0
13569,263165,Woodrow Truesmith (Earth-616),\/Woodrow_Truesmith_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,1.0,Jan-95,1995.0
13570,35522,Zona Rosa (Earth-616),\/Zona_Rosa_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,1.0,Aug-95,1995.0
13571,70126,Angel (Wolf) (Earth-616),\/Angel_(Wolf)_(Earth-616),,,,,,,Living Characters,1.0,Jul-96,1996.0
13572,243145,Azimuth (Earth-616),\/Azimuth_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Feb-96,1996.0
13573,625793,Balb (Earth-616),\/Balb_(Earth-616),No Dual Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,1.0,May-96,1996.0
13574,418108,Bav-Tek (Earth-616),\/Bav-Tek_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,1.0,Mar-96,1996.0
13575,30490,Bridgit Shane (Earth-616),\/Bridgit_Shane_(Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,1.0,Jan-96,1996.0
13576,282307,Bumpkin (Earth-616),\/Bumpkin_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,1.0,Jul-96,1996.0
13577,27528,Butch McGuinness,\/Butch_McGuinness,,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Nov-96,1996.0
13578,401517,Choam (Earth-616),\/Choam_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Jan-96,1996.0
13579,14606,Conrad Strathdee (Earth-616),\/Conrad_Strathdee_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,1.0,May-96,1996.0
13580,691039,Cortellia (Earth-616),\/Cortellia_(Earth-616),,,,,Female Characters,,Living Characters,1.0,Dec-96,1996.0
13581,466897,Count of Monte Cristo (Earth-616),\/Count_of_Monte_Cristo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Aug-96,1996.0
13582,555661,Dampyre (Earth-616),\/Dampyre_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,1.0,Feb-96,1996.0
13583,466751,Darcia (Earth-616),\/Darcia_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1.0,Apr-96,1996.0
13584,41962,Dirge (Warwear User) (Earth-616),\/Dirge_(Warwear_User)_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Feb-96,1996.0
13585,27541,Doctor Mundt (Earth-616),\/Doctor_Mundt_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Sep-96,1996.0
13586,259844,Ekak (Earth-616),\/Ekak_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jul-96,1996.0
13587,182114,Empress Brood (Earth-616),\/Empress_Brood_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,1.0,Sep-96,1996.0
13588,243128,Esh-uta (Earth-616),\/Esh-uta_(Earth-616),,Good Characters,,,,,Living Characters,1.0,Feb-96,1996.0
13589,19577,Esteban Morales (Earth-616),\/Esteban_Morales_(Earth-616),,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,1.0,Jun-96,1996.0
13590,19315,Estelle Geis (Earth-616),\/Estelle_Geis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Apr-96,1996.0
13591,27539,F. Tieri (Earth-616),\/F._Tieri_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Sep-96,1996.0
13592,259839,Gaark (Earth-616),\/Gaark_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jul-96,1996.0
13593,247479,Gina Morris (Earth-616),\/Gina_Morris_(Earth-616),,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,1.0,Aug-96,1996.0
13594,626037,Hav-Rogg (Earth-616),\/Hav-Rogg_(Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,1.0,Mar-96,1996.0
13595,625738,Helkooky (Earth-616),\/Helkooky_(Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1.0,Jan-96,1996.0
13596,580313,Henry Adams (Earth-616),\/Henry_Adams_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,Dec-96,1996.0
13597,259825,Hognir (Earth-616),\/Hognir_(Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,1.0,Jul-96,1996.0
13598,243148,Imogen (Earth-616),\/Imogen_(Earth-616),,Bad Characters,,Brown Hair,Female Characters,,Living Characters,1.0,Feb-96,1996.0
13599,16199,Iron Monk (Earth-616),\/Iron_Monk_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Dec-96,1996.0
13600,466895,John Nash (Earth-616),\/John_Nash_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Aug-96,1996.0
13601,248824,Jonathan Gatesworth (Earth-616),\/Jonathan_Gatesworth_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jun-96,1996.0
13602,466594,Lorna Nichols (Earth-616),\/Lorna_Nichols_(Earth-616),Public Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Mar-96,1996.0
13603,259462,Marco San Antonio (Earth-616),\/Marco_San_Antonio_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Apr-96,1996.0
13604,59942,Marjorie Marko (Earth-616),\/Marjorie_Marko_(Earth-616),Public Identity,,,,Female Characters,,Deceased Characters,1.0,Sep-96,1996.0
13605,260690,Michael Black (Earth-616),\/Michael_Black_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Nov-96,1996.0
13606,560516,Midwife (Earth-616),\/Midwife_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,1.0,May-96,1996.0
13607,116757,Miriam Birchwood (Earth-616),\/Miriam_Birchwood_(Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Oct-96,1996.0
13608,659071,Mosh (Earth-616),\/Mosh_(Earth-616),Secret Identity,,Black Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Feb-96,1996.0
13609,19188,Mother of Pearl (Earth-616),\/Mother_of_Pearl_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,1.0,Jun-96,1996.0
13610,43890,Nicholas Rutledge (Earth-616),\/Nicholas_Rutledge_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,1.0,May-96,1996.0
13611,557924,Nina McCabe (Earth-616),\/Nina_McCabe_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Nov-96,1996.0
13612,243140,Nohm (Earth-616),\/Nohm_(Earth-616),,Neutral Characters,,,,,Living Characters,1.0,Feb-96,1996.0
13613,10130,Pania Panapa (Earth-616),\/Pania_Panapa_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,1.0,Jul-96,1996.0
13614,659074,Pierce (Earth-616),\/Pierce_(Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,1.0,Feb-96,1996.0
13615,243136,Plisken (Earth-616),\/Plisken_(Earth-616),,Good Characters,,,,,Living Characters,1.0,Feb-96,1996.0
13616,746431,Purge (Hit Man) (Earth-616),\/Purge_(Hit_Man)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Mar-96,1996.0
13617,659076,Quorum (Earth-616),\/Quorum_(Earth-616),Secret Identity,,,Purple Hair,Female Characters,,Living Characters,1.0,Feb-96,1996.0
13618,18640,Ray White (Earth-616),\/Ray_White_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1.0,Feb-96,1996.0
13619,663596,Relf (Earth-616),\/Relf_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,1.0,Dec-96,1996.0
13620,503900,Roland Taylor (Earth-616),\/Roland_Taylor_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1.0,May-96,1996.0
13621,466896,Sabrina Nash (Earth-616),\/Sabrina_Nash_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Aug-96,1996.0
13622,555137,Sahreed (Earth-616),\/Sahreed_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1.0,Dec-96,1996.0
13623,555135,Scarab (Clan Akkaba) (Earth-616),\/Scarab_(Clan_Akkaba)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Deceased Characters,1.0,Dec-96,1996.0
13624,41992,Selby (Earth-616),\/Selby_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Dec-96,1996.0
13625,103213,Shooter (Male) (Earth-616),\/Shooter_(Male)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,Jul-96,1996.0
13626,243132,Skarla (Earth-616),\/Skarla_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1.0,Feb-96,1996.0
13627,745845,Skull-Jacket (Earth-616),\/Skull-Jacket_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Jan-96,1996.0
13628,18298,Sloan Alden (Earth-616),\/Sloan_Alden_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1.0,Apr-96,1996.0
13629,12845,Spite (Earth-616),\/Spite_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,1.0,Sep-96,1996.0
13630,18807,Steve Jacobs (Earth-616),\/Steve_Jacobs_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Dec-96,1996.0
13631,37346,Surgeon (Earth-616),\/Surgeon_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Sep-96,1996.0
13632,259885,Tarook (Earth-616),\/Tarook_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jul-96,1996.0
13633,259938,Thnat (Earth-616),\/Thnat_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Sep-96,1996.0
13634,554519,Throk (Earth-616),\/Throk_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Feb-96,1996.0
13635,27594,Trish Bogart (Earth-616),\/Trish_Bogart_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,1.0,Sep-96,1996.0
13636,127400,Tuesday Bird (Earth-616),\/Tuesday_Bird_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,1.0,Feb-96,1996.0
13637,494320,Votan (Earth-616),\/Votan_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Jan-96,1996.0
13638,677806,Wanda Maximoff (Heroes Reborn) (Earth-616),\/Wanda_Maximoff_(Heroes_Reborn)_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,1.0,Nov-96,1996.0
13639,15779,White Raven (Earth-616),\/White_Raven_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,1.0,Jun-96,1996.0
13640,261747,Wizard of the West (Earth-616),\/Wizard_of_the_West_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Dec-96,1996.0
13641,18388,Absynthia van Mort (Earth-616),\/Absynthia_van_Mort_(Earth-616),,,,Black Hair,Female Characters,,Living Characters,1.0,Nov-97,1997.0
13642,16881,Adam Berman (Earth-616),\/Adam_Berman_(Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13643,743138,Adele Hawthorne (Earth-616),\/Adele_Hawthorne_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,1.0,Aug-97,1997.0
13644,668705,Adelicia von Krupp (Earth-616),\/Adelicia_von_Krupp_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1.0,Jul-97,1997.0
13645,18489,Ai-Chi Wong (Earth-616),\/Ai-Chi_Wong_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1.0,Dec-97,1997.0
13646,263951,Alistro (Earth-616),\/Alistro_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Apr-97,1997.0
13647,396714,Ana Shwartz (Earth-616),\/Ana_Shwartz_(Earth-616),Secret Identity,,White Eyes,Black Hair,Female Characters,,Living Characters,1.0,Sep-97,1997.0
13648,386304,Architect (Shining Ones) (Earth-616),\/Architect_(Shining_Ones)_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Jan-97,1997.0
13649,16231,Augustine (Earth-616),\/Augustine_(Earth-616),,,,,,,Living Characters,1.0,Nov-97,1997.0
13650,431728,Blare (Earth-616),\/Blare_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13651,183828,Blastaar (Heroes Reborn) (Earth-616),\/Blastaar_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,May-97,1997.0
13652,16275,Boniface (Earth-616),\/Boniface_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Nov-97,1997.0
13653,424073,Bromine (Element) (Earth-616),\/Bromine_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13654,571596,Burst (Genoshan) (Earth-616),\/Burst_(Genoshan)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1.0,Nov-97,1997.0
13655,424110,Californium (Element) (Earth-616),\/Californium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13656,724396,Carl Shuffler (Earth-616),\/Carl_Shuffler_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,1.0,Dec-97,1997.0
13657,424102,Chlorine (Element) (Earth-616),\/Chlorine_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13658,424080,Chromium (Element) (Earth-616),\/Chromium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13659,669208,Clay Quartermain (Heroes Reborn) (Earth-616),\/Clay_Quartermain_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,1.0,Oct-97,1997.0
13660,34682,Cleric (Earth-616),\/Cleric_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,Oct-97,1997.0
13661,473880,Cobalt (Element) (Earth-616),\/Cobalt_(Element)_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13662,665945,Colonel von Wagner (Heroes Reborn) (Earth-616),\/Colonel_von_Wagner_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,May-97,1997.0
13663,15832,Consumption (Earth-616),\/Consumption_(Earth-616),,Bad Characters,,,,,Living Characters,1.0,Nov-97,1997.0
13664,424075,Copper (Element) (Earth-616),\/Copper_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13665,695168,Dark Hunter (Earth-616),\/Dark_Hunter_(Earth-616),,Bad Characters,,,,,Living Characters,1.0,Aug-97,1997.0
13666,558231,Devros (Earth-616),\/Devros_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,1.0,May-97,1997.0
13667,424097,Disprosium (Element) (Earth-616),\/Disprosium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13668,79577,Doctor Krypt (Earth-616),\/Doctor_Krypt_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,Aug-97,1997.0
13669,79585,Doctor Mobius (Earth-616),\/Doctor_Mobius_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,1.0,Aug-97,1997.0
13670,745466,Doctor Zeus (Earth-616),\/Doctor_Zeus_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1.0,Oct-97,1997.0
13671,424098,Erbium (Element) (Earth-616),\/Erbium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13672,665451,Fenton (Earth-616),\/Fenton_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jan-97,1997.0
13673,29864,Ginny Mahoney (Earth-616),\/Ginny_Mahoney_(Earth-616),,,Green Eyes,,Female Characters,,Deceased Characters,1.0,Sep-97,1997.0
13674,424107,Gold (Element) (Earth-616),\/Gold_(Element)_(Earth-616),,Bad Characters,Yellow Eyes,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13675,410007,Grange Janssen (Earth-616),\/Grange_Janssen_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Mar-97,1997.0
13676,24797,Gwyneth Burke (Earth-616),\/Gwyneth_Burke_(Earth-616),,,,,Female Characters,,Living Characters,1.0,Dec-97,1997.0
13677,427057,Haley Blanding (Earth-616),\/Haley_Blanding_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,1.0,Jul-97,1997.0
13678,124040,Helen Stacy (Earth-616),\/Helen_Stacy_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,1.0,Jul-97,1997.0
13679,424083,Helium (Element) (Earth-616),\/Helium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13680,282507,Hoo (Earth-616),\/Hoo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1.0,Dec-97,1997.0
13681,424106,Indium (Element) (Earth-616),\/Indium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13682,24796,Jack Burke (Earth-616),\/Jack_Burke_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,1.0,Dec-97,1997.0
13683,24798,Job Burke (Earth-616),\/Job_Burke_(Earth-616),No Dual Identity,,,,Male Characters,,Living Characters,1.0,Dec-97,1997.0
13684,743133,Kevin Gill (Earth-616),\/Kevin_Gill_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,May-97,1997.0
13685,28310,Kree-Tor (Earth-616),\/Kree-Tor_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13686,16626,Landscape (Brett) (Earth-616),\/Landscape_(Brett)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13687,424114,Lead (Element) (Earth-616),\/Lead_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13688,28512,Lieutenant Schlange (Earth-616),\/Lieutenant_Schlange_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1.0,Mar-97,1997.0
13689,424082,Magnesium (Element) (Earth-616),\/Magnesium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13690,745763,Major Love (Earth-616),\/Major_Love_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13691,282494,Marlena Petrokova (Earth-616),\/Marlena_Petrokova_(Earth-616),,,,Black Hair,Female Characters,,Deceased Characters,1.0,Oct-97,1997.0
13692,402724,Melinda Pressman (Earth-616),\/Melinda_Pressman_(Earth-616),No Dual Identity,,,Brown Hair,Female Characters,,Living Characters,1.0,Aug-97,1997.0
13693,753123,Mercury (Element) (Earth-616),\/Mercury_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13694,402720,Michael Pressman (Earth-616),\/Michael_Pressman_(Earth-616),No Dual Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1.0,Aug-97,1997.0
13695,16756,Mindmeld (Earth-616),\/Mindmeld_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,Homosexual Characters,Living Characters,1.0,Jan-97,1997.0
13696,666954,Mr. Carruthers (Earth-616),\/Mr._Carruthers_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1.0,Jul-97,1997.0
13697,555097,Neil Langram (Earth-616),\/Neil_Langram_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Feb-97,1997.0
13698,249116,Nels van Adder (Earth-616),\/Nels_van_Adder_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,,Living Characters,1.0,Jul-97,1997.0
13699,424111,Neptunium (Element) (Earth-616),\/Neptunium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13700,18630,Niles Williams (Earth-616),\/Niles_Williams_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Jan-97,1997.0
13701,424104,Nobelium (Element) (Earth-616),\/Nobelium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13702,27294,Number Fourteen (Rat Pack) (Earth-616),\/Number_Fourteen_(Rat_Pack)_(Earth-616),,,,,Male Characters,,Living Characters,1.0,Apr-97,1997.0
13703,530262,Oculus (Earth-616),\/Oculus_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13704,424092,Phosphorus (Element) (Earth-616),\/Phosphorus_(Element)_(Earth-616),,Bad Characters,Red Eyes,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13705,79563,Pierre Cloche (Earth-616),\/Pierre_Cloche_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Nov-97,1997.0
13706,424113,Plutonium (Element) (Earth-616),\/Plutonium_(Element)_(Earth-616),Public Identity,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13707,558244,Primus (Kree) (Earth-616),\/Primus_(Kree)_(Earth-616),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1.0,Jan-97,1997.0
13708,15982,Radium (Element) (Earth-616),\/Radium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13709,743134,Richie-Bob Guinness (Earth-616),\/Richie-Bob_Guinness_(Earth-616),Secret Identity,Bad Characters,,Purple Hair,Male Characters,,Living Characters,1.0,May-97,1997.0
13710,27578,Rick Bogart (Earth-616),\/Rick_Bogart_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1.0,Jul-97,1997.0
13711,340336,Roger Juniper (Earth-616),\/Roger_Juniper_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,1.0,Sep-97,1997.0
13712,424093,Scandium (Element) (Earth-616),\/Scandium_(Element)_(Earth-616),,Bad Characters,White Eyes,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13713,424108,Silver (Element) (Earth-616),\/Silver_(Element)_(Earth-616),,Bad Characters,Silver Eyes,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13714,444963,Steed (Earth-616),\/Steed_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,1.0,Nov-97,1997.0
13715,424105,Tellurium (Element) (Earth-616),\/Tellurium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13716,424103,Thallium (Element) (Earth-616),\/Thallium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Sep-97,1997.0
13717,550693,Tharamus (Earth-616),\/Tharamus_(Earth-616),,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,1.0,Aug-97,1997.0
13718,427058,Todd Blanding (Earth-616),\/Todd_Blanding_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,1.0,Jul-97,1997.0
13719,28330,Tyno (Earth-616),\/Tyno_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13720,28332,Ulek (Earth-616),\/Ulek_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1.0,Sep-97,1997.0
13721,424112,Uranium (Element) (Earth-616),\/Uranium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Nov-97,1997.0
13722,665946,Valkyrie (Heroes Reborn) (Earth-616),\/Valkyrie_(Heroes_Reborn)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,1.0,May-97,1997.0
13723,424084,Vanadium (Element) (Earth-616),\/Vanadium_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1.0,Oct-97,1997.0
13724,555658,Vincent Bloch (Earth-616),\/Vincent_Bloch_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Bald,Male Characters,,Living Characters,1.0,Oct-97,1997.0
13725,483254,Vulture-Bait (Earth-616),\/Vulture-Bait_(Earth-616),Public Identity,,Black Eyes,Blue Hair,Male Characters,,Living Characters,1.0,Oct-97,1997.0
